rank,probe_dir,pair_id,steer_target,predicted,correct,sim_high_ref,sim_low_ref,margin,sim_to_predicted,judge_closer,tie
70,probe_checkpoints.withRegularGullibility,gemini-00085,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
71,probe_checkpoints.withRegularGullibility,gemini-00090,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
72,probe_checkpoints.withDefense484Only,gemini-00101,low,low,True,0.1500,0.8500,-0.7000,0.8500,low,False
73,probe_checkpoints.withDefense484Only,gemini-00102,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
74,probe_checkpoints.withRegularGullibility,gemini-00102,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
75,probe_checkpoints.withDefense484Only,gemini-00103,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
76,probe_checkpoints.withDefense484Only,gemini-00105,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
77,probe_checkpoints.withDefense484Only,gemini-00105,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
78,probe_checkpoints.withDefense484Only,gemini-00106,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
79,probe_checkpoints.withRegularGullibility,gemini-00106,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
80,probe_checkpoints.withRegularGullibility,gemini-00107,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
81,probe_checkpoints.withDefense484Only,gemini-00110,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
82,probe_checkpoints.withDefense484Only,gemini-00107,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
83,probe_checkpoints.withDefense484Only,gemini-00110,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
84,probe_checkpoints.withDefense484Only,gemini-00111,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
85,probe_checkpoints.withRegularGullibility,gemini-00111,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
86,probe_checkpoints.withRegularGullibility,gemini-00111,high,low,False,0.1000,0.8500,-0.7500,0.8500,low,False
87,probe_checkpoints.withDefense484Only,gemini-00112,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
88,probe_checkpoints.withRegularGullibility,gemini-00112,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
89,probe_checkpoints.withDefense484Only,gemini-00117,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
90,probe_checkpoints.withRegularGullibility,gemini-00117,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
91,probe_checkpoints.withDefense484Only,gemini-00118,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
92,probe_checkpoints.withRegularGullibility,gemini-00118,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
93,probe_checkpoints.withDefense484Only,gemini-00125,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
94,probe_checkpoints.withRegularGullibility,gemini-00125,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
95,probe_checkpoints.withDefense484Only,gemini-00128,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
96,probe_checkpoints.withRegularGullibility,gemini-00008,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
97,probe_checkpoints.withDefense484Only,gemini-00019,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
98,probe_checkpoints.withDefense484Only,gemini-00019,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
99,probe_checkpoints.withRegularGullibility,gemini-00019,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
100,probe_checkpoints.withDefense484Only,gemini-00036,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
101,probe_checkpoints.withDefense484Only,gemini-00037,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
102,probe_checkpoints.withRegularGullibility,gemini-00037,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
103,probe_checkpoints.withRegularGullibility,gemini-00039,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
104,probe_checkpoints.withRegularGullibility,gemini-00050,high,low,False,0.1000,0.8000,-0.7000,0.8000,low,False
105,probe_checkpoints.withDefense484Only,gemini-00051,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
106,probe_checkpoints.withDefense484Only,gemini-00063,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
107,probe_checkpoints.withDefense484Only,gemini-00068,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
108,probe_checkpoints.withRegularGullibility,gemini-00068,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
109,probe_checkpoints.withDefense484Only,gemini-00073,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
110,probe_checkpoints.withDefense484Only,gemini-00080,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
111,probe_checkpoints.withDefense484Only,gemini-00083,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
112,probe_checkpoints.withDefense484Only,gemini-00090,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
113,probe_checkpoints.withRegularGullibility,gemini-00090,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
114,probe_checkpoints.withRegularGullibility,gemini-00093,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
115,probe_checkpoints.withDefense484Only,gemini-00097,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
116,probe_checkpoints.withRegularGullibility,gemini-00097,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
117,probe_checkpoints.withDefense484Only,gemini-00101,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
118,probe_checkpoints.withRegularGullibility,gemini-00101,low,low,True,0.1500,0.8000,-0.6500,0.8000,low,False
119,probe_checkpoints.withRegularGullibility,gemini-00101,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
120,probe_checkpoints.withDefense484Only,gemini-00103,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
121,probe_checkpoints.withRegularGullibility,gemini-00103,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
122,probe_checkpoints.withRegularGullibility,gemini-00106,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
123,probe_checkpoints.withRegularGullibility,gemini-00112,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
124,probe_checkpoints.withDefense484Only,gemini-00118,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
125,probe_checkpoints.withDefense484Only,gemini-00125,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
126,probe_checkpoints.withDefense484Only,gemini-00127,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
127,probe_checkpoints.withRegularGullibility,gemini-00026,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
128,probe_checkpoints.withDefense484Only,gemini-00040,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
129,probe_checkpoints.withDefense484Only,gemini-00040,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
130,probe_checkpoints.withRegularGullibility,gemini-00040,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
131,probe_checkpoints.withRegularGullibility,gemini-00045,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
132,probe_checkpoints.withRegularGullibility,gemini-00054,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
133,probe_checkpoints.withRegularGullibility,gemini-00078,high,high,True,0.7500,0.3000,+0.4500,0.7500,high,False
134,probe_checkpoints.withRegularGullibility,gemini-00087,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
135,probe_checkpoints.withDefense484Only,gemini-00093,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
136,probe_checkpoints.withRegularGullibility,gemini-00097,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
137,probe_checkpoints.withRegularGullibility,gemini-00107,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
138,probe_checkpoints.withDefense484Only,gemini-00122,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
139,probe_checkpoints.withRegularGullibility,gemini-00122,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
140,probe_checkpoints.withRegularGullibility,gemini-00122,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
141,probe_checkpoints.withDefense484Only,gemini-00127,low,high,False,0.7500,0.3000,+0.4500,0.7500,high,False
142,probe_checkpoints.withRegularGullibility,gemini-00127,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
143,probe_checkpoints.withDefense484Only,gemini-00129,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
144,probe_checkpoints.withRegularGullibility,gemini-00129,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
145,probe_checkpoints.withRegularGullibility,gemini-00005,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
146,probe_checkpoints.withRegularGullibility,gemini-00005,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
147,probe_checkpoints.withDefense484Only,gemini-00008,high,high,True,0.7000,0.3000,+0.4000,0.7000,high,False
148,probe_checkpoints.withRegularGullibility,gemini-00019,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
149,probe_checkpoints.withRegularGullibility,gemini-00038,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
150,probe_checkpoints.withDefense484Only,gemini-00050,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
151,probe_checkpoints.withDefense484Only,gemini-00054,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
152,probe_checkpoints.withDefense484Only,gemini-00054,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
153,probe_checkpoints.withRegularGullibility,gemini-00063,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
154,probe_checkpoints.withDefense484Only,gemini-00085,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
155,probe_checkpoints.withDefense484Only,gemini-00093,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
156,probe_checkpoints.withRegularGullibility,gemini-00110,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
157,probe_checkpoints.withRegularGullibility,gemini-00077,high,low,False,0.1500,0.5500,-0.4000,0.5500,low,False
158,probe_checkpoints.withRegularGullibility,gemini-00110,low,low,True,0.2500,0.5500,-0.3000,0.5500,low,False
159,probe_checkpoints.withRegularGullibility,gemini-00002,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
160,probe_checkpoints.withRegularGullibility,gemini-00001,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
161,probe_checkpoints.withRegularGullibility,gemini-00036,low,low,True,0.3000,0.5000,-0.2000,0.5000,low,False
162,probe_checkpoints.withRegularGullibility,gemini-00036,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
163,probe_checkpoints.withDefense484Only,gemini-00049,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
164,probe_checkpoints.withRegularGullibility,gemini-00049,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
165,probe_checkpoints.withDefense484Only,gemini-00078,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
166,probe_checkpoints.withDefense484Only,gemini-00098,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
167,probe_checkpoints.withRegularGullibility,gemini-00098,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
168,probe_checkpoints.withRegularGullibility,gemini-00103,high,low,False,0.2500,0.5000,-0.2500,0.5000,low,False
169,probe_checkpoints.withRegularGullibility,gemini-00125,high,low,False,0.2500,0.5000,-0.2500,0.5000,low,False
170,probe_checkpoints.withRegularGullibility,gemini-00055,high,high,True,0.4500,0.2000,+0.2500,0.4500,high,False
171,probe_checkpoints.withRegularGullibility,gemini-00098,high,high,True,0.4500,0.1500,+0.3000,0.4500,high,False
172,probe_checkpoints.withRegularGullibility,gemini-00087,low,high,False,0.4000,0.2000,+0.2000,0.4000,high,False
173,probe_checkpoints.withRegularGullibility,gemini-00011,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
174,probe_checkpoints.withDefense484Only,gemini-00017,high,low,False,0.1500,0.3000,-0.1500,0.3000,low,False
175,probe_checkpoints.withRegularGullibility,gemini-00024,high,high,True,0.3000,0.2000,+0.1000,0.3000,high,False
176,probe_checkpoints.withDefense484Only,gemini-00039,high,low,False,0.1500,0.3000,-0.1500,0.3000,low,False
177,probe_checkpoints.withDefense484Only,gemini-00050,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
178,probe_checkpoints.withRegularGullibility,gemini-00051,low,high,False,0.3000,0.1000,+0.2000,0.3000,high,False
179,probe_checkpoints.withRegularGullibility,gemini-00051,high,high,True,0.3000,0.1000,+0.2000,0.3000,high,False
180,probe_checkpoints.withRegularGullibility,gemini-00060,high,high,True,0.3000,0.2000,+0.1000,0.3000,high,False
181,probe_checkpoints.withRegularGullibility,gemini-00065,high,high,True,0.3000,0.1000,+0.2000,0.3000,low,False
182,probe_checkpoints.withRegularGullibility,gemini-00066,high,high,True,0.3000,0.1000,+0.2000,0.3000,low,False
183,probe_checkpoints.withRegularGullibility,gemini-00085,low,high,False,0.3000,0.2000,+0.1000,0.3000,high,False
184,probe_checkpoints.withRegularGullibility,gemini-00102,high,high,True,0.3000,0.1000,+0.2000,0.3000,high,False
185,probe_checkpoints.withDefense484Only,gemini-00104,high,high,True,0.3000,0.1000,+0.2000,0.3000,high,False
186,probe_checkpoints.withDefense484Only,gemini-00122,high,high,True,0.3000,0.2000,+0.1000,0.3000,high,False
187,probe_checkpoints.withRegularGullibility,gemini-00129,high,high,True,0.3000,0.1000,+0.2000,0.3000,high,False
188,probe_checkpoints.withDefense484Only,gemini-00003,high,high,True,0.2500,0.1500,+0.1000,0.2500,high,False
189,probe_checkpoints.withDefense484Only,gemini-00011,high,high,True,0.2500,0.1500,+0.1000,0.2500,high,False
190,probe_checkpoints.withRegularGullibility,gemini-00020,high,high,True,0.2500,0.1000,+0.1500,0.2500,high,False
191,probe_checkpoints.withRegularGullibility,gemini-00074,high,high,True,0.2500,0.1000,+0.1500,0.2500,low,False
192,probe_checkpoints.withRegularGullibility,gemini-00080,high,high,True,0.2500,0.1500,+0.1000,0.2500,high,False
193,probe_checkpoints.withRegularGullibility,gemini-00093,high,high,True,0.2500,0.1500,+0.1000,0.2500,high,False
194,probe_checkpoints.withDefense484Only,gemini-00002,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
195,probe_checkpoints.withRegularGullibility,gemini-00003,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
196,probe_checkpoints.withDefense484Only,gemini-00005,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
197,probe_checkpoints.withDefense484Only,gemini-00012,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
198,probe_checkpoints.withRegularGullibility,gemini-00012,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
199,probe_checkpoints.withRegularGullibility,gemini-00014,high,high,True,0.2000,0.2000,+0.0000,0.2000,high,True
200,probe_checkpoints.withDefense484Only,gemini-00020,low,high,False,0.2000,0.0000,+0.2000,0.2000,high,False
201,probe_checkpoints.withRegularGullibility,gemini-00024,low,high,False,0.2000,0.1000,+0.1000,0.2000,high,False
202,probe_checkpoints.withDefense484Only,gemini-00027,low,high,False,0.2000,0.1000,+0.1000,0.2000,low,False
203,probe_checkpoints.withRegularGullibility,gemini-00027,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
204,probe_checkpoints.withRegularGullibility,gemini-00037,low,high,False,0.2000,0.1000,+0.1000,0.2000,low,False
205,probe_checkpoints.withRegularGullibility,gemini-00039,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
206,probe_checkpoints.withDefense484Only,gemini-00051,high,high,True,0.2000,0.0000,+0.2000,0.2000,high,False
207,probe_checkpoints.withRegularGullibility,gemini-00054,high,high,True,0.2000,0.0000,+0.2000,0.2000,high,False
208,probe_checkpoints.withRegularGullibility,gemini-00056,low,high,False,0.2000,0.1000,+0.1000,0.2000,high,False
209,probe_checkpoints.withDefense484Only,gemini-00066,low,high,False,0.2000,0.1000,+0.1000,0.2000,low,False
210,probe_checkpoints.withDefense484Only,gemini-00066,high,high,True,0.2000,0.0000,+0.2000,0.2000,high,False
211,probe_checkpoints.withRegularGullibility,gemini-00073,low,high,False,0.2000,0.1000,+0.1000,0.2000,high,False
212,probe_checkpoints.withRegularGullibility,gemini-00073,high,high,True,0.2000,0.0000,+0.2000,0.2000,high,False
213,probe_checkpoints.withRegularGullibility,gemini-00074,low,high,False,0.2000,0.0000,+0.2000,0.2000,high,False
214,probe_checkpoints.withDefense484Only,gemini-00077,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
215,probe_checkpoints.withRegularGullibility,gemini-00083,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
216,probe_checkpoints.withDefense484Only,gemini-00087,low,high,False,0.2000,0.1000,+0.1000,0.2000,high,False
217,probe_checkpoints.withDefense484Only,gemini-00087,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
218,probe_checkpoints.withRegularGullibility,gemini-00088,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
219,probe_checkpoints.withDefense484Only,gemini-00088,high,high,True,0.2000,0.1000,+0.1000,0.2000,low,False
220,probe_checkpoints.withDefense484Only,gemini-00104,low,high,False,0.2000,0.0000,+0.2000,0.2000,high,False
221,probe_checkpoints.withRegularGullibility,gemini-00104,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
222,probe_checkpoints.withDefense484Only,gemini-00107,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
223,probe_checkpoints.withDefense484Only,gemini-00111,low,high,False,0.2000,0.0500,+0.1500,0.2000,high,False
224,probe_checkpoints.withDefense484Only,gemini-00112,high,low,False,0.1500,0.2000,-0.0500,0.2000,low,False
225,probe_checkpoints.withDefense484Only,gemini-00117,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
226,probe_checkpoints.withRegularGullibility,gemini-00118,high,high,True,0.2000,0.1000,+0.1000,0.2000,high,False
227,probe_checkpoints.withRegularGullibility,gemini-00128,low,high,False,0.2000,0.1000,+0.1000,0.2000,high,False
228,probe_checkpoints.withRegularGullibility,gemini-00017,high,high,True,0.1500,0.0000,+0.1500,0.1500,high,False
229,probe_checkpoints.withDefense484Only,gemini-00020,high,high,True,0.1500,0.0000,+0.1500,0.1500,high,False
230,probe_checkpoints.withDefense484Only,gemini-00024,high,high,True,0.1500,0.1000,+0.0500,0.1500,high,False
231,probe_checkpoints.withDefense484Only,gemini-00060,high,high,True,0.1500,0.1000,+0.0500,0.1500,low,False
232,probe_checkpoints.withRegularGullibility,gemini-00088,low,high,False,0.1500,0.0000,+0.1500,0.1500,high,False
233,probe_checkpoints.withDefense484Only,gemini-00128,high,high,True,0.1500,0.1000,+0.0500,0.1500,low,False
234,probe_checkpoints.withRegularGullibility,gemini-00128,high,high,True,0.1500,0.1000,+0.0500,0.1500,low,False
235,probe_checkpoints.withDefense484Only,gemini-00129,high,high,True,0.1500,0.0000,+0.1500,0.1500,high,False
236,probe_checkpoints.withRegularGullibility,gemini-00012,low,low,True,0.1000,0.1000,+0.0000,0.1000,low,True
237,probe_checkpoints.withDefense484Only,gemini-00024,low,high,False,0.1000,0.1000,+0.0000,0.1000,high,True
238,probe_checkpoints.withDefense484Only,gemini-00044,high,low,False,0.1000,0.1000,+0.0000,0.1000,low,True
239,probe_checkpoints.withRegularGullibility,gemini-00044,high,high,True,0.1000,0.0000,+0.1000,0.1000,high,False
240,probe_checkpoints.withDefense484Only,gemini-00063,low,low,True,0.1000,0.1000,+0.0000,0.1000,low,True
241,probe_checkpoints.withDefense484Only,gemini-00073,high,high,True,0.1000,0.0000,+0.1000,0.1000,high,False
